10680,search started log File: multiple started files exists ==>Test was been restartet, using first
10680,search finished log File: ,multiple finished files exists ==>Test was been restartet, using first
13281,search finished log File: No *finished.*.txt file(s) were found in Path \\sysmpaqs\QS\TOSCA\projects\mpa_312\ExecutionLogfiles\MPA_3.12_443071_MPAQSSNSEXEC1\\testRunLog\13281\
13516,search started log File: multiple started files exists ==>Test was been restartet, using first
13516,search finished log File: ,multiple finished files exists ==>Test was been restartet, using first
14446,search finished log File: No *finished.*.txt file(s) were found in Path \\sysmpaqs\QS\TOSCA\projects\mpa_312\ExecutionLogfiles\MPA_3.12_443071_MPAQSSNSEXEC1\\testRunLog\14446\
17373,search started log File:No *started.*.txt file(s) were found in Path \\sysmpaqs\QS\TOSCA\projects\mpa_312\ExecutionLogfiles\MPA_3.12_443071_MPAQSSNSEXEC1\\testRunLog\17373\
17373,search finished log File: No *finished.*.txt file(s) were found in Path \\sysmpaqs\QS\TOSCA\projects\mpa_312\ExecutionLogfiles\MPA_3.12_443071_MPAQSSNSEXEC1\\testRunLog\17373\
3537,search finished log File: No *finished.*.txt file(s) were found in Path \\sysmpaqs\QS\TOSCA\projects\mpa_312\ExecutionLogfiles\MPA_3.12_443071_MPAQSSNSEXEC1\\testRunLog\3537\
9027,search started log File: multiple started files exists ==>Test was been restartet, using first
